[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:523(IResourceProvider)
       14    0.000    0.000    0.000    0.000 __init__.py:2237(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:288(update)
        6    0.000    0.000    0.000    0.000 index_tricks.py:729(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        2    0.000    0.000    0.000    0.000 traitlets.py:823(validate)
        1    0.000    0.000    0.000    0.000 text.py:26(LSString)
        1    0.000    0.000    0.000    0.000 key_processor.py:412(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
        2    0.000    0.000    0.000    0.000 Regexps.py:57(uppercase_range)
        1    0.000    0.000    0.000    0.000 Lexicon.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
       10    0.000    0.000    0.000    0.000 genericpath.py:87(samestat)
        5    0.000    0.000    0.000    0.000 enum.py:545(_generate_next_value_)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 ultratb.py:572(ListTB)
        1    0.000    0.000    0.000    0.000 cache.py:75(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 yacc.py:2976(<listcomp>)
        6    0.000    0.000    0.000    0.000 cmd.py:95(__getattr__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 vt100.py:376(Vt100_Output)
        2    0.000    0.000    0.000    0.000 c_parser.py:1230(p_type_qualifier_list)
       13    0.000    0.000    0.000    0.000 c_ast.py:974(__init__)
       13    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:85(update_capturing)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 controls.py:424(BufferControl)
        2    0.000    0.000    0.000    0.000 dimension.py:35(__init__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 api.py:284(cast)
        1    0.000    0.000    0.000    0.000 __init__.py:1603(ZipProvider)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:163(PyrexType)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 npyio.py:915(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        3    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 text.py:87(SList)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
       18    0.000    0.000    0.000    0.000 cache.py:55(evaluator_method_cache)
        1    0.000    0.000    0.000    0.000 cmd.py:12(Command)
        2    0.000    0.000    0.000    0.000 config.py:141(__init__)
        1    0.000    0.000    0.000    0.000 _msvccompiler.py:188(MSVCCompiler)
       58    0.000    0.000    0.000    0.000 PyrexTypes.py:260(resolve)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:2097(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:288(_ctypes)
        1    0.000    0.000    0.000    0.000 utils.py:68(start_capturing)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:61(get_default_editor)
        1    0.000    0.000    0.000    0.000 iterable.py:402(DictLiteralContext)
        1    0.000    0.000    0.000    0.000 Symtab.py:990(BuiltinScope)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:125(<setcomp>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:358(_get_formatdict)
       11    0.000    0.000    0.000    0.000 argparse.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 screen.py:20(Char)
        1    0.000    0.000    0.000    0.000 access.py:183(DirectObjectAccess)
        2    0.000    0.000    0.000    0.000 c_parser.py:198(_lex_on_rbrace_func)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        2    0.000    0.000    0.000    0.000 dist.py:503(_convert_extras_requirements)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:299(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:561(MemoryViewSliceType)
        3    0.000    0.000    0.000    0.000 sre_parse.py:960(addgroup)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 formatters.py:707(HTMLFormatter)
        2    0.000    0.000    0.000    0.000 lex.py:251(input)
        1    0.000    0.000    0.000    0.000 lex.py:632(get_states)
        2    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2624(CFuncType)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
       10    0.000    0.000    0.000    0.000 widgets.py:95(check_size)
        1    0.000    0.000    0.000    0.000 containers.py:52(Container)
        4    0.000    0.000    0.000    0.000 log.py:19(_log)
        1    0.000    0.000    0.000    0.000 build.py:56(initialize_options)
       12    0.000    0.000    0.000    0.000 six.py:189(__get_module)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        4    0.000    0.000    0.000    0.000 widgets.py:68(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:563(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 formatters.py:808(JSONFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:864(PDFFormatter)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:1123(ResourceManager)
        2    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 config.py:125(ConfigHandler)
        2    0.000    0.000    0.000    0.000 TypeSlots.py:334(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:339(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1782(class_init)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        2    0.000    0.000    0.000    0.000 build_ext.py:341(check_extensions_list)
        1    0.000    0.000    0.000    0.000 sysconfig.py:68(get_python_version)
        1    0.000    0.000    0.000    0.000 Options.py:8(ShouldBeFromDirective)
        5    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1331(squeeze)
       16    0.000    0.000    0.000    0.000 arrayprint.py:920(<genexpr>)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 ultratb.py:1235(FormattedTB)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 formatters.py:755(PNGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:773(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 topics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 filecmp.py:86(dircmp)
        1    0.000    0.000    0.000    0.000 pstats.py:55(Stats)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:41(BackgroundJobManager)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        5    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 weakref.py:193(get)
        2    0.000    0.000    0.000    0.000 weakref.py:356(remove)
       15    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 controls.py:40(UIControl)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 access.py:470(_SPECIAL_OBJECTS)
        4    0.000    0.000    0.000    0.000 model.py:332(force_the_name)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 html.py:102(HtmlFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:724(MarkdownFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:791(LatexFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:46(Script)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 config.py:440(__init__)
        1    0.000    0.000    0.000    0.000 Code.py:691(FunctionState)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       22    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        7    0.000    0.000    0.000    0.000 _iotools.py:20(_decode_line)
        1    0.000    0.000    0.000    0.000 traitlets.py:1588(info)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 key_bindings.py:85(KeyBindingsBase)
        2    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        3    0.000    0.000    0.000    0.000 datetime.py:2126(_create)
       16    0.000    0.000    0.000    0.000 arrayprint.py:921(<genexpr>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 pydoc.py:1043(__init__)
        1    0.000    0.000    0.000    0.000 formatters.py:738(SVGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:848(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 containers.py:180(HSplit)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 base.py:77(BaseStyle)
        1    0.000    0.000    0.000    0.000 renderer.py:257(Renderer)
        1    0.000    0.000    0.000    0.000 completer.py:516(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 cparser.py:776(_make_partial)
        2    0.000    0.000    0.000    0.000 Regexps.py:71(lowercase_range)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2351(CArrayType)
        2    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       20    0.000    0.000    0.000    0.000 argparse.py:599(<listcomp>)
        1    0.000    0.000    0.000    0.000 display.py:726(SVG)
        1    0.000    0.000    0.000    0.000 lexer.py:51(Lexer)
        1    0.000    0.000    0.000    0.000 lexer.py:585(RegexLexer)
        1    0.000    0.000    0.000    0.000 tasks.py:55(Task)
        1    0.000    0.000    0.000    0.000 proactor_events.py:24(_ProactorBasePipeTransport)
       13    0.000    0.000    0.000    0.000 token.py:5(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 yacc.py:2937(__init__)
        2    0.000    0.000    0.000    0.000 vengine_cpy.py:517(_generate_struct_or_union_method)
        1    0.000    0.000    0.000    0.000 config.py:21(PyPIRCCommand)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
       12    0.000    0.000    0.000    0.000 msvc.py:261(current_is_x86)
        1    0.000    0.000    0.000    0.000 Regexps.py:111(RE)
        1    0.000    0.000    0.000    0.000 Symtab.py:2038(CClassScope)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:24(BaseType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3499(CppClassType)
        1    0.000    0.000    0.000    0.000 StringIOTree.py:44(StringIOTree)
        1    0.000    0.000    0.000    0.000 sixcerpt.py:1(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:468(Formatter)
       15    0.000    0.000    0.000    0.000 bar.py:36(update)
        1    0.000    0.000    0.000    0.000 base.py:156(DummyOutput)
        1    0.000    0.000    0.000    0.000 completer.py:348(Completion)
        1    0.000    0.000    0.000    0.000 analysis.py:31(Error)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 __init__.py:1525(_register)
        1    0.000    0.000    0.000    0.000 Regexps.py:34(chars_to_ranges)
       22    0.000    0.000    0.000    0.000 enum.py:880(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:74(FunctionMaker)
        1    0.000    0.000    0.000    0.000 base_events.py:236(Server)
        1    0.000    0.000    0.000    0.000 key_processor.py:38(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        2    0.000    0.000    0.000    0.000 c_parser.py:159(_pop_scope)
        2    0.000    0.000    0.000    0.000 log.py:42(debug)
        2    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 sysconfig.py:100(_safe_realpath)
        1    0.000    0.000    0.000    0.000 msvc.py:251(__init__)
        1    0.000    0.000    0.000    0.000 Lexicons.py:24(State)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 enum.py:41(_make_class_unpicklable)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        4    0.000    0.000    0.000    0.000 __init__.py:1169(__init__)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       24    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        3    0.000    0.000    0.000    0.000 bar.py:30(__init__)
        1    0.000    0.000    0.000    0.000 coroutines.py:35(CoroWrapper)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:476(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 controls.py:210(FormattedTextControl)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        1    0.000    0.000    0.000    0.000 completion.py:83(Completion)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2109(CComplexType)
       18    0.000    0.000    0.000    0.000 TypeSlots.py:76(<genexpr>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:968(_stop)
        1    0.000    0.000    0.000    0.000 utils.py:1965(suppress_warnings)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:196(MagicAssign)
        4    0.000    0.000    0.000    0.000 typing.py:319(__hash__)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 windows_events.py:382(IocpProactor)
        1    0.000    0.000    0.000    0.000 vi_state.py:23(ViState)
        1    0.000    0.000    0.000    0.000 tree.py:238(BaseNode)
       18    0.000    0.000    0.000    0.000 lex.py:1089(TOKEN)
       13    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        2    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 _datasource.py:627(Repository)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        3    0.000    0.000    0.000    0.000 io.py:79(closed)
        1    0.000    0.000    0.000    0.000 history.py:29(History)
        1    0.000    0.000    0.000    0.000 asynchronous.py:18(Coroutine)
        1    0.000    0.000    0.000    0.000 __init__.py:151(Command)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 Shadow.py:97(_EmptyDecoratorAndManager)
        1    0.000    0.000    0.000    0.000 Symtab.py:1724(LocalScope)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:357(CTypedefType)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 widgets.py:148(TimeSensitiveWidgetBase)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 compilerop.py:68(CachingCompiler)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        3    0.000    0.000    0.000    0.000 context.py:82(__init__)
        2    0.000    0.000    0.000    0.000 classes.py:53(<genexpr>)
        1    0.000    0.000    0.000    0.000 iterable.py:459(FakeDict)
        1    0.000    0.000    0.000    0.000 param.py:20(ExecutedParam)
        2    0.000    0.000    0.000    0.000 c_parser.py:954(p_struct_or_union)
        1    0.000    0.000    0.000    0.000 lex.py:559(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        1    0.000    0.000    0.000    0.000 Shadow.py:226(__init__)
        1    0.000    0.000    0.000    0.000 Transitions.py:15(TransitionMap)
       12    0.000    0.000    0.000    0.000 PyrexTypes.py:78(get_fused_types)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 traitlets.py:1617(Instance)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        1    0.000    0.000    0.000    0.000 crashhandler.py:83(CrashHandler)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:300(ExecutionResult)
        1    0.000    0.000    0.000    0.000 application.py:852(_CombinedRegistry)
        1    0.000    0.000    0.000    0.000 defaults.py:135(<listcomp>)
        1    0.000    0.000    0.000    0.000 tree.py:1070(Param)
        7    0.000    0.000    0.000    0.000 _compatibility.py:292(u)
        1    0.000    0.000    0.000    0.000 context.py:14(BaseContextSet)
        1    0.000    0.000    0.000    0.000 finder.py:34(NameFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:256(VersionConflict)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
       14    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 npyio.py:975(flatten_dtype_internal)
        5    0.000    0.000    0.000    0.000 npyio.py:1054(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 display.py:759(ProgressBar)
        4    0.000    0.000    0.000    0.000 pretty.py:799(for_type_by_name)
        1    0.000    0.000    0.000    0.000 proactor_events.py:440(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:719(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 filters.py:188(ParserTreeFilter)
        2    0.000    0.000    0.000    0.000 c_parser.py:195(_lex_on_lbrace_func)
        1    0.000    0.000    0.000    0.000 c_ast.py:1069(Pragma)
        2    0.000    0.000    0.000    0.000 verifier.py:292(_get_so_suffixes)
        1    0.000    0.000    0.000    0.000 vengine_cpy.py:799(_generate_setup_custom)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:29(FancyGetopt)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:373(<dictcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:60(Reg)
        1    0.000    0.000    0.000    0.000 Regexps.py:306(__init__)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1118(PyObjectType)
       11    0.000    0.000    0.000    0.000 {function Config.__getitem__ at 0x00000189192FD598}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_types}
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        3    0.000    0.000    0.000    0.000 __init__.py:350(_FuncPtr)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:228(SystemAssign)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 logger.py:26(Logger)
        1    0.000    0.000    0.000    0.000 containers.py:592(FloatContainer)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.000    0.000 base.py:242(ProgressBarCounter)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        2    0.000    0.000    0.000    0.000 c_parser.py:522(p_translation_unit_1)
        8    0.000    0.000    0.000    0.000 plyparser.py:80(decorate)
        1    0.000    0.000    0.000    0.000 filelist.py:14(FileList)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1163(PlaceHolder)
        3    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        3    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:104(WidgetBase)
        1    0.000    0.000    0.000    0.000 traitlets.py:2464(Dict)
        1    0.000    0.000    0.000    0.000 ultratb.py:1393(SyntaxTB)
        1    0.000    0.000    0.000    0.000 display.py:1059(Image)
        1    0.000    0.000    0.000    0.000 display.py:15(Audio)
        1    0.000    0.000    0.000    0.000 base.py:15(Filter)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 c_ast.py:682(Goto)
        3    0.000    0.000    0.000    0.000 log.py:65(set_threshold)
        1    0.000    0.000    0.000    0.000 __init__.py:2973(Requirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:23(UnicodeLiteralBuilder)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:114(EncodedString)
        1    0.000    0.000    0.000    0.000 Lexicons.py:42(Lexicon)
        2    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 traitlets.py:2165(Container)
        1    0.000    0.000    0.000    0.000 magic.py:461(Magics)
        1    0.000    0.000    0.000    0.000 streams.py:276(StreamWriter)
        1    0.000    0.000    0.000    0.000 windows_utils.py:81(PipeHandle)
        1    0.000    0.000    0.000    0.000 base.py:34(Clipboard)
        1    0.000    0.000    0.000    0.000 minidom.py:965(ProcessingInstruction)
       18    0.000    0.000    0.000    0.000 ansi.py:226(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:99(BaseParser)
        1    0.000    0.000    0.000    0.000 tree.py:553(Function)
        1    0.000    0.000    0.000    0.000 pep8.py:708(__init__)
        1    0.000    0.000    0.000    0.000 imports.py:192(Importer)
        1    0.000    0.000    0.000    0.000 keywords.py:34(Keyword)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        2    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 depends.py:15(Require)
        1    0.000    0.000    0.000    0.000 dist.py:992(Feature)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:363(__init__)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:994(SafeEval)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 bar.py:435(__call__)
        1    0.000    0.000    0.000    0.000 loader.py:158(Config)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 prefilter.py:573(MacroHandler)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 capture.py:62(CapturedIO)
        1    0.000    0.000    0.000    0.000 key_bindings.py:123(KeyBindings)
        1    0.000    0.000    0.000    0.000 vi.py:54(TextObject)
        1    0.000    0.000    0.000    0.000 containers.py:1097(ScrollOffsets)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:13(Options)
        4    0.000    0.000    0.000    0.000 cache.py:23(underscore_memoization)
        1    0.000    0.000    0.000    0.000 classes.py:591(CallSignature)
        3    0.000    0.000    0.000    0.000 flow_analysis.py:8(__init__)
        1    0.000    0.000    0.000    0.000 module_paths.py:7(<module>)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
