[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        1    0.000    0.000    0.000    0.000 excolors.py:170(__init__)
        1    0.000    0.000    0.000    0.000 path.py:168(HomeDirError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:237(argument)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:253(argument_group)
        1    0.000    0.000    0.000    0.000 error.py:30(IPythonCoreError)
        1    0.000    0.000    0.000    0.000 text.py:516(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 pretty.py:434(Text)
        2    0.000    0.000    0.000    0.000 pretty.py:571(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:312(_automodule)
        1    0.000    0.000    0.000    0.000 lexer.py:265(combined)
        1    0.000    0.000    0.000    0.000 lexer.py:401(words)
        1    0.000    0.000    0.000    0.000 lexer.py:673(LexerContext)
        1    0.000    0.000    0.000    0.000 __init__.py:171(RaiseOnErrorTokenFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:200(VisibleWhitespaceFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:318(TokenMergeFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:136(_automodule)
        1    0.000    0.000    0.000    0.000 typing.py:280(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:1345(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 events.py:674(_RunningLoop)
        1    0.000    0.000    0.000    0.000 proactor_events.py:428(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 windows_utils.py:126(Popen)
        1    0.000    0.000    0.000    0.000 displayhook.py:309(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:41(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 coroutine.py:120(_FutureRef)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:125(ConditionalAutoSuggest)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:140(DynamicAutoSuggest)
        1    0.000    0.000    0.000    0.000 base.py:184(Never)
        1    0.000    0.000    0.000    0.000 base.py:195(Condition)
        1    0.000    0.000    0.000    0.000 base.py:19(ClipboardData)
        1    0.000    0.000    0.000    0.000 selection.py:13(SelectionType)
        1    0.000    0.000    0.000    0.000 base.py:105(CompleteEvent)
        1    0.000    0.000    0.000    0.000 filesystem.py:12(PathCompleter)
        1    0.000    0.000    0.000    0.000 word_completer.py:11(WordCompleter)
        1    0.000    0.000    0.000    0.000 search.py:21(SearchDirection)
        1    0.000    0.000    0.000    0.000 key_bindings.py:402(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:491(DynamicKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:513(GlobalOnlyKeyBindings)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:42(_IsPrefixOfLongerMatchCache)
        1    0.000    0.000    0.000    0.000 containers.py:1135(ColorColumn)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:82(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 style_transformation.py:220(DummyStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:275(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 pygments.py:10(PygmentsTokens)
        1    0.000    0.000    0.000    0.000 pygments.py:112(_TokenCache)
        1    0.000    0.000    0.000    0.000 processors.py:448(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 processors.py:544(TabsProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:733(ConditionalProcessor)
        1    0.000    0.000    0.000    0.000 menus.py:179(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:11(MouseHandlers)
        1    0.000    0.000    0.000    0.000 toolbars.py:149(ArgToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:173(SearchToolbar)
        1    0.000    0.000    0.000    0.000 dialogs.py:18(Dialog)
        1    0.000    0.000    0.000    0.000 formatters.py:186(TimeElapsed)
        1    0.000    0.000    0.000    0.000 formatters.py:224(IterationsPerSecond)
        1    0.000    0.000    0.000    0.000 parser.py:41(InternalParseError)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:145(NFAState)
        1    0.000    0.000    0.000    0.000 tree.py:63(DocstringMixin)
        1    0.000    0.000    0.000    0.000 tree.py:293(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:312(Operator)
        1    0.000    0.000    0.000    0.000 tree.py:755(ForStmt)
        1    0.000    0.000    0.000    0.000 tree.py:785(WithStmt)
        1    0.000    0.000    0.000    0.000 tree.py:808(Import)
        1    0.000    0.000    0.000    0.000 cache.py:70(_NodeCacheItem)
        1    0.000    0.000    0.000    0.000 errors.py:361(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:369(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:386(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:394(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:545(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 normalizer.py:6(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 pep8.py:54(BracketNode)
        1    0.000    0.000    0.000    0.000 pep8.py:703(PEP8NormalizerConfig)
        1    0.000    0.000    0.000    0.000 _compatibility.py:23(DummyFile)
        1    0.000    0.000    0.000    0.000 _compatibility.py:513(GeneralizedPopen)
        1    0.000    0.000    0.000    0.000 debug.py:48(Fore)
        1    0.000    0.000    0.000    0.000 base_context.py:259(ContextSet)
        1    0.000    0.000    0.000    0.000 context.py:20(CheckAttribute)
        1    0.000    0.000    0.000    0.000 context.py:296(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 filters.py:331(SpecialMethodName)
        2    0.000    0.000    0.000    0.000 recursion.py:78(execution_recursion_decorator)
        1    0.000    0.000    0.000    0.000 lazy_context.py:28(LazyUnknownContext)
        1    0.000    0.000    0.000    0.000 access.py:106(decorator)
        1    0.000    0.000    0.000    0.000 iterable.py:45(IterableMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:428(_FakeArray)
        1    0.000    0.000    0.000    0.000 instance.py:19(InstanceExecutedParam)
        1    0.000    0.000    0.000    0.000 instance.py:347(CompiledBoundMethod)
        2    0.000    0.000    0.000    0.000 syntax_tree.py:29(_limit_context_infers)
        1    0.000    0.000    0.000    0.000 environment.py:138(InterpreterEnvironment)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(_JediError)
        1    0.000    0.000    0.000    0.000 ptutils.py:133(IPythonPTLexer)
        1    0.000    0.000    0.000    0.000 __init__.py:24(UnknownBackend)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1031(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 nturl2path.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-79>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-102>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-107>:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:443(BackgroundJobExpr)
        1    0.000    0.000    0.000    0.000 <decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 c_ast.py:254(Break)
        1    0.000    0.000    0.000    0.000 c_ast.py:268(Case)
        1    0.000    0.000    0.000    0.000 c_ast.py:290(Cast)
        1    0.000    0.000    0.000    0.000 c_ast.py:367(Continue)
        1    0.000    0.000    0.000    0.000 c_ast.py:381(Decl)
        1    0.000    0.000    0.000    0.000 c_ast.py:410(DeclList)
        1    0.000    0.000    0.000    0.000 c_ast.py:467(EllipsisParam)
        1    0.000    0.000    0.000    0.000 c_ast.py:513(Enumerator)
        1    0.000    0.000    0.000    0.000 c_ast.py:614(FuncCall)
        1    0.000    0.000    0.000    0.000 c_ast.py:635(FuncDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:730(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:755(InitList)
        1    0.000    0.000    0.000    0.000 c_ast.py:773(Label)
        1    0.000    0.000    0.000    0.000 c_ast.py:791(NamedInitializer)
        1    0.000    0.000    0.000    0.000 c_ast.py:885(StructRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:928(TernaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:972(Typedef)
        1    0.000    0.000    0.000    0.000 c_ast.py:992(Typename)
        1    0.000    0.000    0.000    0.000 c_ast.py:1029(Union)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 lex.py:76(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:436(OptionDummy)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:249(ResolutionError)
        2    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1842(EggMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:2946(RequirementParseError)
        1    0.000    0.000    0.000    0.000 plistlib.py:522(InvalidFileException)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        2    0.000    0.000    0.000    0.000 dist.py:548(<genexpr>)
        1    0.000    0.000    0.000    0.000 py36compat.py:7(Distribution_parse_config_files)
        2    0.000    0.000    0.000    0.000 msvc.py:348(visualstudio)
        1    0.000    0.000    0.000    0.000 Shadow.py:88(locals)
        1    0.000    0.000    0.000    0.000 Shadow.py:105(_Optimization)
        1    0.000    0.000    0.000    0.000 Regexps.py:264(_RawNewline)
        1    0.000    0.000    0.000    0.000 Regexps.py:302(Seq)
        1    0.000    0.000    0.000    0.000 Regexps.py:345(Alt)
        1    0.000    0.000    0.000    0.000 Regexps.py:384(Rep1)
        1    0.000    0.000    0.000    0.000 Symtab.py:2504(PropertyScope)
        1    0.000    0.000    0.000    0.000 Code.py:1039(PyStringConst)
        1    0.000    0.000    0.000    0.000 Code.py:1648(CCodeConfig)
        1    0.000    0.000    0.000    0.000 Code.py:2553(ClosureTempAllocator)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:954(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2988(_unspecified)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:397(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:410(OleDLL)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1135(IntegerFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:520(CClass)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        2    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 core.py:820(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:875(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 utils.py:1857(IgnoreException)
        3    0.000    0.000    0.000    0.000 bar.py:33(start)
        1    0.000    0.000    0.000    0.000 bar.py:84(ResizableMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:496(AdaptiveTransferSpeed)
        1    0.000    0.000    0.000    0.000 widgets.py:510(AnimatedMarker)
        1    0.000    0.000    0.000    0.000 widgets.py:542(Percentage)
        1    0.000    0.000    0.000    0.000 widgets.py:608(Bar)
        1    0.000    0.000    0.000    0.000 widgets.py:715(DynamicMessage)
        1    0.000    0.000    0.000    0.000 base.py:16(UnknownLength)
        1    0.000    0.000    0.000    0.000 traitlets.py:87(TraitError)
        1    0.000    0.000    0.000    0.000 traitlets.py:1826(Any)
        1    0.000    0.000    0.000    0.000 traitlets.py:2017(Bytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2093(DottedObjectName)
        1    0.000    0.000    0.000    0.000 inspect.py:2401(_empty)
        1    0.000    0.000    0.000    0.000 decorator.py:281(ContextManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:30(ConfigLoaderError)
        1    0.000    0.000    0.000    0.000 loader.py:492(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1440(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:2103(ModuleScanner)
        1    0.000    0.000    0.000    0.000 util.py:32(ClassNotFound)
        1    0.000    0.000    0.000    0.000 util.py:373(UnclosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:85(Restart)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 _sysinfo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:22(KillEmbedded)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:245(defaults)
        1    0.000    0.000    0.000    0.000 error.py:34(TryNext)
        1    0.000    0.000    0.000    0.000 error.py:55(InputRejected)
        1    0.000    0.000    0.000    0.000 magic.py:50(Bunch)
        1    0.000    0.000    0.000    0.000 display.py:704(Markdown)
        1    0.000    0.000    0.000    0.000 pretty.py:450(Breakable)
        1    0.000    0.000    0.000    0.000 lexer.py:39(LexerMeta)
        1    0.000    0.000    0.000    0.000 lexer.py:389(default)
        1    0.000    0.000    0.000    0.000 __init__.py:98(KeywordCaseFilter)
        1    0.000    0.000    0.000    0.000 typing.py:1376(NamedTuple)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:247(SpaceInInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:269(DummyMod)
        1    0.000    0.000    0.000    0.000 protocols.py:64(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:160(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:136(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:158(DatagramTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:280(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-19>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:43(_NoStyle)
        1    0.000    0.000    0.000    0.000 current.py:77(NoRunningApplicationError)
        1    0.000    0.000    0.000    0.000 async_generator.py:32(AsyncGeneratorItem)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:98(DummyAutoSuggest)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:106(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 base.py:62(_AndCache)
        1    0.000    0.000    0.000    0.000 base.py:173(Always)
        1    0.000    0.000    0.000    0.000 selection.py:27(PasteMode)
        1    0.000    0.000    0.000    0.000 base.py:200(DummyCompleter)
        1    0.000    0.000    0.000    0.000 document.py:62(_DocumentCache)
        1    0.000    0.000    0.000    0.000 history.py:156(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 key_bindings.py:449(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 vi_state.py:17(CharacterFind)
        1    0.000    0.000    0.000    0.000 validation.py:153(ConditionalValidator)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:37(_Flush)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:56(SwapLightAndDarkStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:84(ReverseStyleTransformation)
        1    0.000    0.000    0.000    0.000 pygments.py:45(SyncFromStart)
        1    0.000    0.000    0.000    0.000 mouse_events.py:33(MouseEvent)
        1    0.000    0.000    0.000    0.000 processors.py:112(DummyProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:507(ShowTrailingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:769(DynamicProcessor)
        1    0.000    0.000    0.000    0.000 renderer.py:230(_StyleStringToAttrsCache)
        1    0.000    0.000    0.000    0.000 toolbars.py:276(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 style.py:145(Style)
        1    0.000    0.000    0.000    0.000 parser.py:30(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 parser.py:57(Stack)
        1    0.000    0.000    0.000    0.000 tree.py:340(ErrorNode)
        1    0.000    0.000    0.000    0.000 generator.py:34(Grammar)
        1    0.000    0.000    0.000    0.000 generator.py:122(ReservedString)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 tree.py:113(PythonLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:769(TryStmt)
        1    0.000    0.000    0.000    0.000 errors.py:382(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:406(_AwaitOutsideAsync)
        1    0.000    0.000    0.000    0.000 errors.py:418(_BreakOutsideLoop)
        1    0.000    0.000    0.000    0.000 errors.py:449(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 errors.py:567(_BytesAndStringMix)
        1    0.000    0.000    0.000    0.000 errors.py:809(_ParameterRule)
        1    0.000    0.000    0.000    0.000 errors.py:939(_CompForRule)
        1    0.000    0.000    0.000    0.000 pep8.py:722(BlankLineAtEnd)
        1    0.000    0.000    0.000    0.000 _compatibility.py:267(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:78(call_signature_time_cache)
        1    0.000    0.000    0.000    0.000 utils.py:29(UncaughtAttributeError)
        1    0.000    0.000    0.000    0.000 filters.py:84(ContextName)
        1    0.000    0.000    0.000    0.000 filters.py:375(_OverwriteMeta)
        1    0.000    0.000    0.000    0.000 filters.py:394(AbstractObjectOverwrite)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 lazy_context.py:56(MergedLazyContexts)
        1    0.000    0.000    0.000    0.000 arguments.py:129(AnonymousArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:211(ListComprehension)
        1    0.000    0.000    0.000    0.000 instance.py:257(AnonymousInstance)
        1    0.000    0.000    0.000    0.000 interpreter.py:18(NamespaceObject)
        1    0.000    0.000    0.000    0.000 <decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:44(MacroToEdit)
        1    0.000    0.000    0.000    0.000 request.py:1384(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1610(DataHandler)
        1    0.000    0.000    0.000    0.000 client.py:1407(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-52>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 pstats.py:468(TupleComp)
        1    0.000    0.000    0.000    0.000 <decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-69>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-78>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-88>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-100>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-103>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-108>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:466(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 <decorator-gen-110>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:16(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 c_ast.py:698(ID)
        1    0.000    0.000    0.000    0.000 c_ast.py:907(Switch)
        1    0.000    0.000    0.000    0.000 c_ast.py:953(TypeDecl)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 dist.py:801(<listcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:180(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:215(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:253(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:1184(converters)
        2    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        2    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        2    0.000    0.000    0.000    0.000 __init__.py:1907(find_nothing)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 ccompiler.py:251(set_libraries)
        1    0.000    0.000    0.000    0.000 ccompiler.py:267(set_library_dirs)
        1    0.000    0.000    0.000    0.000 ccompiler.py:280(set_runtime_library_dirs)
        1    0.000    0.000    0.000    0.000 Shadow.py:210(CythonMetaType)
